numero_compte,code_client,type_compte,produit_bancaire,statut_compte,date_ouverture,devise,solde_initial
237-01-966908340,CUST-0002258,Professionnel,Crédit commercial,Actif,2024-09-12,FCFA,4079995
237-01-894005012,CUST-0004732,Courant,Compte courant,Actif,2023-04-30,XAF,3407952
237-01-646036829,CUST-0000923,Épargne,Épargne projet,Actif,2019-06-05,XAF,1924894
237-01-733157761,CUST-0000439,Professionnel,Crédit commercial,Actif,2018/03/19,XAF,1926775
237-01-110025883,CUST-0006003,Courant,Compte courant,Actif,2023-01-31,XAF,3440900
237-01-103946196,CUST-0005786,Tontine,Compte tontine,Actif,2024-01-22,XAF,3644861
237-01-890358198,CUST-0000901,Professionnel,Compte professionnel,Bloqué,23/04/2020,FCFA,3887776
237-01-155786059,CUST-0000800,Professionnel,Crédit scolaire,Actif,22/03/2023,XAF,3266515
237-01-544755550,CUST-0001041,Professionnel,Compte professionnel,Actif,2024-01-25,FCFA,1724238
237-01-165950845,CUST-0005849,Épargne,Épargne projet,Actif,2024/10/20,FCFA,1381863
237-01-192373629,CUST-0006068,Commerçant,Compte commerçant,Clôturé,2018-01-14,FCFA,4150089
237-01-714527186,CUST-0002951,Épargne,Épargne projet,Actif,2025-08-31,XAF,4485799
237-01-816089218,CUST-0003598,Commerçant,Compte commerçant,Actif,2021-03-10,FCFA,3260413
237-01-891272129,CUST-0002015,Commerçant,Compte commerçant,Actif,2025/01/06,XAF,2214776
237-01-576260381,CUST-0001990,Professionnel,Crédit scolaire,Actif,31/08/2025,XAF,677732
237-01-369713848,CUST-0003752,Professionnel,Compte professionnel,Actif,2018/11/19,FCFA,369862
237-01-249524175,CUST-0002433,Épargne,Épargne projet,Actif,2024-11-20,XAF,1261849
237-01-475726693,CUST-0006047,Professionnel,Crédit commercial,Actif,2020-11-04,FCFA,3939232
237-01-877749194,CUST-0003725,Épargne,Épargne classique,Actif,2026-03-10,XAF,1446446
237-01-669453373,CUST-0005508,Courant,Compte salaire,Actif,2020-04-05,FCFA,1660967
237-01-671230364,CUST-0002882,Professionnel,Crédit commercial,Actif,2018-12-16,XAF,4361707
237-01-437764836,CUST-0004063,Courant,Compte courant,Actif,2024-11-25,XAF,532238
237-01-923225413,CUST-0002122,Épargne,Épargne projet,Actif,2024-05-16,XAF,4568627
237-01-818431683,CUST-0005995,Commerçant,Compte commerçant,Actif,2017-10-04,XAF,253077
237-01-980067302,CUST-0005557,Professionnel,Compte professionnel,Actif,2018-05-02,FCFA,4258899
237-01-962249015,CUST-0003923,Commerçant,Compte commerçant,Actif,03/04/2021,FCFA,1107215
237-01-271173932,CUST-0002563,Courant,Compte courant,Actif,2019-06-05,FCFA,2381447
237-01-393716358,CUST-0002903,Association,Compte association,Bloqué,2017/07/10,XAF,3480986
237-01-593795203,CUST-0001980,Association,Compte association,Actif,2023-09-01,FCFA,4158428
237-01-747233783,CUST-0004700,Courant,Compte salaire,Actif,2021-10-12,XAF,2292814
237-01-419439897,CUST-0001119,Épargne,Épargne projet,Actif,2021-07-09,FCFA,4151165
237-01-679889322,CUST-0003335,Épargne,Épargne jeune,Dormant,2019/12/01,FCFA,1805883
237-01-385968968,CUST-0000222,Tontine,Compte tontine,Actif,2022-05-13,XAF,3353391
237-01-876670041,CUST-0005989,Professionnel,Crédit scolaire,Bloqué,2025-07-10,XAF,3328908
237-01-890841470,CUST-0002427,Professionnel,Crédit commercial,Actif,2018-01-04,FCFA,2848639
237-01-424486756,CUST-0000190,Épargne,Épargne jeune,Actif,2024-09-27,XAF,1663311
237-01-892106123,CUST-0003736,Commerçant,Compte commerçant,Actif,2019-05-17,XAF,2903304
237-01-765329922,CUST-0004940,Association,Compte association,Actif,2017-11-15,FCFA,3638665
237-01-232653146,CUST-0004623,Professionnel,Compte professionnel,Actif,2023-11-25,XAF,1072744
237-01-378763604,CUST-0002457,Épargne,Épargne jeune,Actif,2018-07-07,XAF,763053
237-01-925630573,CUST-0005271,Courant,Compte salaire,Actif,2024-02-02,XAF,1538193
237-01-994252006,CUST-0005646,Épargne,Épargne projet,Actif,2018/01/30,FCFA,1976638
237-01-957898139,CUST-0000912,Professionnel,Crédit scolaire,Dormant,28/06/2020,FCFA,1571228
237-01-186810676,CUST-0001103,Association,Compte association,Actif,2022-07-08,FCFA,4181323
237-01-864777202,CUST-0001482,Professionnel,Crédit scolaire,Actif,2021-11-13,XAF,4324792
237-01-153264915,CUST-0002011,Épargne,Épargne classique,Actif,03/11/2025,XAF,3388417
237-01-424922764,CUST-0000573,Épargne,Épargne classique,Actif,2021-10-07,XAF,3341234
237-01-755318473,CUST-0000988,Association,Compte association,Actif,2025-02-21,XAF,483812
237-01-741461007,CUST-0005650,Professionnel,Crédit commercial,Actif,2023/07/05,XAF,4167253
237-01-762369608,CUST-0006163,Épargne,Épargne projet,Actif,2021-10-22,FCFA,4805914
237-01-565440130,CUST-0004925,Association,Compte association,Actif,2019-12-28,FCFA,2853686
237-01-466867941,CUST-0001419,Association,Compte association,Actif,2022-02-18,XAF,4344706
237-01-478759537,CUST-0003426,Professionnel,Crédit scolaire,Actif,2020-11-20,FCFA,1094195
237-01-686689637,CUST-0004574,Association,Compte association,Actif,2018/04/08,XAF,3362163
237-01-534393898,CUST-0000878,Épargne,Épargne jeune,Actif,2026-06-30,FCFA,4611284
237-01-356612682,CUST-0002712,Épargne,Épargne jeune,Actif,2018-12-13,XAF,3437690
237-01-106250484,CUST-0003304,Association,Compte association,Actif,2019-06-15,FCFA,336887
237-01-969837404,CUST-0000235,Tontine,Compte tontine,Actif,2017-01-06,FCFA,890634
237-01-543658697,CUST-0001645,Association,Compte association,Actif,2022-02-27,FCFA,728562
237-01-987708483,CUST-0002396,Association,Compte association,Actif,2019-03-28,XAF,4724772
237-01-124191635,CUST-0005218,Courant,Compte salaire,Actif,2021-07-19,FCFA,3480973
237-01-557486796,CUST-0005690,Courant,Compte courant,Actif,2018-09-02,XAF,1433491
237-01-236738438,CUST-0000981,Courant,Compte courant,Dormant,2017-03-24,XAF,4302224
237-01-930530195,CUST-0002183,Professionnel,Compte professionnel,Actif,2024-08-28,FCFA,1760079
237-01-108670613,CUST-0005492,Tontine,Compte tontine,Actif,2025/12/29,XAF,473124
237-01-860130612,CUST-0001456,Professionnel,Crédit commercial,Actif,25/03/2026,FCFA,505130
237-01-842182140,CUST-0002447,Épargne,Épargne projet,Dormant,2025-11-12,FCFA,2492349
237-01-752171909,CUST-0004138,Épargne,Épargne projet,Dormant,2021-03-11,XAF,3399885
237-01-404581245,CUST-0006019,Tontine,Compte tontine,Actif,2017-04-04,FCFA,4947616
237-01-444503372,CUST-0004965,Tontine,Compte tontine,Actif,2021-01-25,XAF,4233394
237-01-117909768,CUST-0005267,Professionnel,Compte professionnel,Actif,2018/08/16,FCFA,355976
237-01-923215668,CUST-0002612,Épargne,Épargne projet,Actif,2024-03-27,FCFA,4399516
237-01-360029221,CUST-0005905,Association,Compte association,Clôturé,2021-03-13,FCFA,3283219
237-01-996260260,CUST-0001075,Professionnel,Compte professionnel,Actif,2023-07-16,XAF,1276987
237-01-585406459,CUST-0002878,Épargne,Épargne classique,Actif,2019-09-19,FCFA,2044470
237-01-832120740,CUST-0005370,Épargne,Épargne jeune,Actif,2021-01-08,XAF,4117081
237-01-951066824,CUST-0000894,Épargne,Épargne jeune,Actif,2021-11-27,FCFA,4725008
237-01-190911777,CUST-0001695,Tontine,Compte tontine,Actif,2023-06-15,FCFA,1391655
237-01-138142937,CUST-0003776,Professionnel,Compte professionnel,Dormant,2021-08-20,XAF,4388550
237-01-291711593,CUST-0003503,Épargne,Épargne classique,Actif,2018/07/25,FCFA,4917846
237-01-542722661,CUST-0003032,Courant,Compte salaire,Actif,2021-09-26,XAF,2784950
237-01-590042131,CUST-0005902,Association,Compte association,Actif,2018-12-21,FCFA,2260560
237-01-194228649,CUST-0001873,Tontine,Compte tontine,Actif,27/09/2021,XAF,1706135
237-01-210895965,CUST-0001568,Épargne,Épargne jeune,Actif,2023-01-25,FCFA,1523135
237-01-769263143,CUST-0001872,Épargne,Épargne jeune,Actif,2021-06-19,XAF,72808
237-01-526153793,CUST-0004414,Courant,Compte salaire,Actif,2020-02-01,XAF,1721730
237-01-438972721,CUST-0004228,Professionnel,Compte professionnel,Actif,2017/12/01,FCFA,1923908
237-01-957069703,CUST-0004767,Professionnel,Crédit commercial,Actif,2018-06-17,XAF,467199
237-01-386554182,CUST-0003670,Professionnel,Crédit commercial,Actif,2023-05-15,FCFA,1185710
237-01-200708907,CUST-0002792,Tontine,Compte tontine,Actif,2021/11/16,XAF,2797022
237-01-539849722,CUST-0002041,Courant,Compte courant,Actif,2024-08-26,FCFA,547480
237-01-704906412,CUST-0000578,Commerçant,Compte commerçant,Actif,09/07/2024,XAF,2496665
237-01-570639918,CUST-0000413,Professionnel,Compte professionnel,Actif,2025-12-11,XAF,2508495
237-01-620802158,CUST-0003069,Professionnel,Crédit commercial,Actif,2023-08-04,XAF,2168509
237-01-232470061,CUST-0002996,Épargne,Épargne jeune,Actif,2017-12-24,XAF,3947955
237-01-971151069,CUST-0005804,Professionnel,Compte professionnel,Actif,2020-01-03,FCFA,2570904
237-01-610385649,CUST-0000188,Professionnel,Compte professionnel,Clôturé,2023-09-23,FCFA,1688712
237-01-747750189,CUST-0003027,Courant,Compte salaire,Actif,2025-03-26,XAF,3868307
237-01-764652607,CUST-0002611,Épargne,Épargne classique,Clôturé,2020-11-22,XAF,4473381
237-01-143591155,CUST-0004860,Tontine,Compte tontine,Actif,2024-06-13,FCFA,1525313
237-01-849684395,CUST-0000898,Épargne,Épargne projet,Actif,2019-08-10,XAF,1292481
237-01-912787909,CUST-0002508,Professionnel,Crédit commercial,Actif,2018-01-14,FCFA,1601044
237-01-500184579,CUST-0006147,Association,Compte association,Bloqué,2018/08/26,FCFA,3379305
237-01-934851448,CUST-0004505,Professionnel,Crédit commercial,Actif,2021-12-10,XAF,1489162
237-01-470483790,CUST-0000197,Courant,Compte courant,Bloqué,22/05/2019,XAF,527520
237-01-801672410,CUST-0004322,Professionnel,Crédit commercial,Actif,2022-12-15,XAF,2532123
237-01-865148273,CUST-0000387,Professionnel,Compte professionnel,Actif,2019-03-13,FCFA,382748
237-01-393583866,CUST-0003130,Courant,Compte salaire,Actif,2017-06-27,XAF,4436772
237-01-672086475,CUST-0000946,Professionnel,Compte professionnel,Actif,2019-07-25,FCFA,1415691
237-01-812137711,CUST-0004632,Épargne,Épargne projet,Actif,2020-02-06,FCFA,1146412
237-01-720939137,CUST-0005093,Épargne,Épargne jeune,Actif,2019/03/19,FCFA,4192595
237-01-258657631,CUST-0005954,Épargne,Épargne projet,Actif,2019/11/04,XAF,1410312
237-01-737277921,CUST-0000505,Courant,Compte salaire,Actif,18/06/2025,XAF,1684841
237-01-162924565,CUST-0000831,Commerçant,Compte commerçant,Actif,2017-03-20,FCFA,338058
237-01-993318638,CUST-0000076,Épargne,Épargne jeune,Actif,2020-05-02,XAF,2072451
237-01-821208823,CUST-0005021,Tontine,Compte tontine,Actif,2023-08-21,XAF,1474908
237-01-579726123,CUST-0000154,Association,Compte association,Bloqué,2024-08-02,FCFA,3996829
237-01-485508468,CUST-0002928,Épargne,Épargne projet,Actif,2020-03-18,FCFA,2515226
237-01-717395267,CUST-0003817,Épargne,Épargne projet,Bloqué,2026-02-12,FCFA,4506583
237-01-673552588,CUST-0001673,Courant,Compte salaire,Actif,2019-05-28,XAF,3003368
237-01-964140611,CUST-0004716,Professionnel,Compte professionnel,Actif,23/12/2020,XAF,4847771
237-01-226394128,CUST-0005488,Association,Compte association,Actif,2021-05-24,FCFA,1143294
237-01-634785803,CUST-0000063,Courant,Compte courant,Actif,06/08/2022,XAF,733310
237-01-512161589,CUST-0000222,Professionnel,Crédit scolaire,Actif,2020/02/26,FCFA,1460329
237-01-573838751,CUST-0006162,Épargne,Épargne jeune,Actif,2018-08-16,XAF,4318671
237-01-400097430,CUST-0002048,Professionnel,Crédit commercial,Actif,2020-12-30,XAF,4427764
237-01-663523970,CUST-0000129,Association,Compte association,Actif,2023/05/06,XAF,415598
237-01-318891065,CUST-0002796,Professionnel,Crédit scolaire,Clôturé,12/06/2019,FCFA,4214643
237-01-492647740,CUST-0003417,Professionnel,Crédit commercial,Actif,2025-05-29,XAF,1728816
237-01-580277021,CUST-0003626,Professionnel,Crédit scolaire,Actif,2021-08-02,FCFA,1571915
237-01-434136188,CUST-0004816,Professionnel,Crédit scolaire,Dormant,2020-02-07,XAF,2695846
237-01-251306937,CUST-0003351,Courant,Compte courant,Actif,21/01/2021,FCFA,2286212
237-01-336397789,CUST-0003663,Association,Compte association,Actif,2026-06-21,XAF,2293418
237-01-265953709,CUST-0000433,Commerçant,Compte commerçant,Actif,2022/10/06,XAF,255099
237-01-386233816,CUST-0001004,Épargne,Épargne projet,Actif,2019/12/14,FCFA,3646945
237-01-960074038,CUST-0001929,Courant,Compte courant,Actif,2019-08-08,FCFA,608924
237-01-360930473,CUST-0001413,Courant,Compte salaire,Actif,2020-02-14,FCFA,1749607
237-01-196990021,CUST-0005060,Professionnel,Compte professionnel,Actif,2021/12/15,XAF,578533
237-01-365685632,CUST-0004536,Épargne,Épargne jeune,Actif,2018-02-18,FCFA,4965402
237-01-223654170,CUST-0000409,Épargne,Épargne jeune,Actif,2026-01-26,XAF,3843464
237-01-876594870,CUST-0004428,Professionnel,Crédit scolaire,Actif,2022-07-20,FCFA,4494983
237-01-235524766,CUST-0002351,Professionnel,Compte professionnel,Bloqué,2021-07-02,XAF,4764720
237-01-305711694,CUST-0004507,Professionnel,Compte professionnel,Actif,2023-04-17,FCFA,1729319
237-01-915037988,CUST-0002869,Professionnel,Compte professionnel,Actif,2021/05/13,FCFA,3452842
237-01-385678771,CUST-0005443,Épargne,Épargne jeune,Actif,2020-02-21,XAF,4269297
237-01-101993441,CUST-0003276,Épargne,Épargne classique,Actif,2021-01-11,FCFA,3975053
237-01-114098356,CUST-0004279,Professionnel,Crédit scolaire,Actif,2018-08-13,FCFA,1600639
237-01-413541393,CUST-0005603,Épargne,Épargne classique,Actif,2024-08-01,FCFA,858404
237-01-304759235,CUST-0004107,Tontine,Compte tontine,Actif,2021-09-03,FCFA,3041414
237-01-208014278,CUST-0005356,Association,Compte association,Actif,2018-07-29,FCFA,175296
237-01-385456477,CUST-0002588,Épargne,Épargne classique,Actif,2021-12-26,XAF,2892871
237-01-421044560,CUST-0000143,Professionnel,Crédit scolaire,Dormant,2018-11-13,FCFA,683299
237-01-276303705,CUST-0005089,Professionnel,Crédit scolaire,Actif,2017-04-03,XAF,1429164
237-01-425030920,CUST-0005761,Épargne,Épargne projet,Actif,2023/07/26,FCFA,4999989
237-01-938180998,CUST-0002346,Commerçant,Compte commerçant,Actif,15/08/2019,FCFA,2918947
237-01-833170731,CUST-0003020,Commerçant,Compte commerçant,Actif,15/09/2019,FCFA,386501
237-01-250862308,CUST-0004077,Association,Compte association,Actif,2018-02-19,FCFA,3569593
237-01-447112140,CUST-0004662,Épargne,Épargne projet,Actif,2023-10-30,FCFA,3355135
237-01-926615314,CUST-0001592,Professionnel,Crédit commercial,Actif,2022-12-27,FCFA,1855245
237-01-746927609,CUST-0000139,Commerçant,Compte commerçant,Actif,2018/07/25,XAF,2567113
237-01-358575012,CUST-0000455,Épargne,Épargne classique,Actif,2020/04/01,XAF,4728992
237-01-306507843,CUST-0003255,Tontine,Compte tontine,Actif,2026-05-21,FCFA,1157455
237-01-583357692,CUST-0002976,Épargne,Épargne jeune,Actif,2019-09-27,XAF,3613408
237-01-972784194,CUST-0004051,Tontine,Compte tontine,Actif,2019-01-19,XAF,4655393
237-01-407710758,CUST-0005745,Professionnel,Compte professionnel,Actif,2026/03/17,FCFA,1500919
237-01-222477122,CUST-0000530,Tontine,Compte tontine,Actif,2026-03-08,FCFA,2761006
237-01-156939534,CUST-0002953,Épargne,Épargne classique,Actif,2018-04-20,XAF,3965903
237-01-321002803,CUST-0005267,Professionnel,Compte professionnel,Actif,07/07/2021,FCFA,3953991
237-01-510364150,CUST-0004377,Professionnel,Crédit commercial,Actif,2022-01-06,XAF,342814
237-01-508006096,CUST-0003851,Épargne,Épargne jeune,Actif,2019-10-24,FCFA,2778859
237-01-390349080,CUST-0003097,Épargne,Épargne projet,Dormant,2018-02-05,FCFA,772990
237-01-898555478,CUST-0005936,Épargne,Épargne jeune,Actif,2025-06-26,FCFA,4033616
237-01-334789891,CUST-0005767,Tontine,Compte tontine,Actif,2022-10-26,FCFA,4287520
237-01-137746716,CUST-0003604,Épargne,Épargne projet,Actif,2017/12/16,FCFA,459956
237-01-968282395,CUST-0006170,Professionnel,Crédit commercial,Actif,21/06/2022,FCFA,4432328
237-01-751336281,CUST-0003672,Épargne,Épargne projet,Actif,2025-11-01,FCFA,408779
237-01-555306958,CUST-0002657,Épargne,Épargne classique,Actif,2017-10-25,XAF,3563936
237-01-419680216,CUST-0005117,Association,Compte association,Actif,2020-12-16,XAF,468938
237-01-757277208,CUST-0004361,Commerçant,Compte commerçant,Actif,2024/10/08,XAF,4544988
237-01-438684105,CUST-0001195,Commerçant,Compte commerçant,Actif,11/05/2025,XAF,2392476
237-01-413631687,CUST-0001996,Épargne,Épargne classique,Actif,2021-11-21,XAF,3237734
237-01-276114469,CUST-0003191,Commerçant,Compte commerçant,Actif,2025-07-11,FCFA,526919
237-01-669338934,CUST-0005045,Professionnel,Crédit commercial,Actif,2017-04-29,FCFA,4157909
237-01-928842299,CUST-0005060,Épargne,Épargne projet,Actif,2024-04-23,XAF,2529426
237-01-855934817,CUST-0004925,Courant,Compte salaire,Actif,03/05/2017,FCFA,2782351
237-01-776056932,CUST-0000477,Professionnel,Crédit scolaire,Bloqué,2024-05-19,XAF,4295530
237-01-445442566,CUST-0005914,Professionnel,Compte professionnel,Actif,2023-03-31,XAF,2039131
237-01-394346836,CUST-0003683,Tontine,Compte tontine,Actif,2020-10-12,FCFA,3967174
237-01-836202086,CUST-0005714,Courant,Compte courant,Actif,2017-01-16,XAF,2960053
237-01-932707377,CUST-0002887,Professionnel,Crédit commercial,Actif,2017-01-21,XAF,2652058
237-01-862406283,CUST-0000939,Épargne,Épargne jeune,Clôturé,2020-11-21,FCFA,4272259
237-01-646371026,CUST-0000508,Courant,Compte courant,Actif,2020/03/31,FCFA,3994324
237-01-290415969,CUST-0003376,Épargne,Épargne classique,Actif,2022-02-27,FCFA,325325
237-01-246257374,CUST-0000366,Association,Compte association,Actif,2022/09/28,XAF,638054
237-01-319746321,CUST-0000390,Tontine,Compte tontine,Actif,2021-10-07,XAF,981706
237-01-711114891,CUST-0002407,Épargne,Épargne jeune,Actif,2017-01-30,FCFA,1526880
237-01-121912049,CUST-0003900,Tontine,Compte tontine,Actif,2020-05-15,XAF,3938105
237-01-753665334,CUST-0003843,Épargne,Épargne classique,Actif,2018-11-14,XAF,3947023
237-01-672905418,CUST-0001727,Courant,Compte courant,Actif,2017-12-01,XAF,2321450
237-01-849505095,CUST-0005045,Épargne,Épargne classique,Actif,2024-01-06,XAF,3346026
237-01-121356130,CUST-0001847,Commerçant,Compte commerçant,Actif,2025-05-02,FCFA,1057533
237-01-512364156,CUST-0002577,Association,Compte association,Dormant,2021-05-09,FCFA,4203553
237-01-231547889,CUST-0002498,Association,Compte association,Actif,2018-04-01,XAF,3172933
237-01-714620680,CUST-0004540,Association,Compte association,Actif,2023-08-10,FCFA,4148505
237-01-938207137,CUST-0001207,Épargne,Épargne projet,Actif,2025-04-28,XAF,1115688
237-01-943969691,CUST-0003135,Épargne,Épargne classique,Actif,2017-01-29,FCFA,3521423
237-01-653801646,CUST-0004809,Tontine,Compte tontine,Actif,2025-05-20,FCFA,4862949
237-01-845539771,CUST-0004668,Épargne,Épargne projet,Actif,2026-05-08,FCFA,323325
237-01-260557986,CUST-0003067,Tontine,Compte tontine,Actif,2019-08-18,FCFA,2017440
237-01-144448196,CUST-0005479,Tontine,Compte tontine,Actif,2022-10-23,FCFA,4123255
237-01-548656450,CUST-0001406,Épargne,Épargne classique,Actif,2024-07-24,XAF,4688886
237-01-480978201,CUST-0005827,Épargne,Épargne classique,Actif,2020-02-09,XAF,4393386
237-01-418017368,CUST-0004184,Professionnel,Compte professionnel,Actif,2018-02-01,FCFA,200227
237-01-704708693,CUST-0005085,Épargne,Épargne projet,Actif,2018-03-26,XAF,471540
237-01-235738728,CUST-0005340,Tontine,Compte tontine,Actif,2025-10-05,FCFA,3819191
237-01-400067142,CUST-0001229,Professionnel,Compte professionnel,Actif,2022-09-01,XAF,405150
